apartment_number,building,floor,plot_number,apartment_type,rooms,area_sqm,balcony_garden_sqm,target_price,storage_sqm,parking_spaces,directions,final_price,apartment_plan_url,floor_plan_url,id,source_url,source_section,scan_date
1,12,קרקע,229,5-A,5,141.44,230.79,לא,6.40,2,דרום/מזרח/צפון,,,,B12-A1,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
2,12,1,229,5-B,4,113.97,24.71,כן,4.17,2,דרום/מערב/צפון,"1,654,898 ₪",,,B12-A2,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
3,12,1,229,5-C,4,116.70,24.89,כן,4.89,2,דרום/מזרח/צפון,"1,696,058 ₪",,,B12-A3,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
4,12,2,229,5-B,4,113.97,24.71,כן,4.83,2,דרום/מערב/צפון,"1,658,980 ₪",,,B12-A4,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
5,12,2,229,5-C,4,116.70,24.89,כן,5.67,2,דרום/מזרח/צפון,"1,700,882 ₪",,,B12-A5,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
6,12,3,229,5-B,4,113.97,24.71,כן,4.84,2,דרום/מערב/צפון,"1,659,041 ₪",,,B12-A6,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
7,12,3,229,5-C,4,116.70,24.89,כן,5.16,2,דרום/מזרח/צפון,"1,697,728 ₪",,,B12-A7,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
8,12,4,229,5-B,4,113.97,24.71,כן,4.89,2,דרום/מערב/צפון,"1,659,351 ₪",,,B12-A8,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
9,12,4,229,5-C,4,116.70,24.89,כן,6.20,2,דרום/מזרח/צפון,"1,704,159 ₪",,,B12-A9,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
10,12,5,229,5-B-1,4,113.97,24.71,כן,5.64,2,דרום/מערב/צפון,"1,663,988 ₪",,,B12-A10,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
11,12,5,229,5-C-1,4,116.70,24.89,כן,5.40,2,דרום/מזרח/צפון,"1,699,212 ₪",,,B12-A11,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
12,12,6,229,5-D,5,141.75,100.07,לא,10.86,2,מזרח/דרום/מערב/צפון,,,,B12-A12,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29
1,13,קרקע+ מרתף,229,2-L,5,202.94,288.50,לא,8.91,2,מזרח/צפון/מערב,,,,B13-A1,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
2,13,קרקע+ מרתף,229,2-M,5,195.06,48.49,לא,7.14,2,דרום/מערב/צפון,,,,B13-A2,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
3,13,1,229,2-C,5,125.84,21.46,כן,6.50,2,מזרח/צפון/מערב,"1,844,992 ₪",,,B13-A3,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
4,13,1,229,2-D,5,125.85,21.27,כן,6.59,2,דרום/מערב/צפון,"1,844,799 ₪",,,B13-A4,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
5,13,1,229,2-E,3,80.00,17.98,כן,5.19,2,דרום/מזרח,"1,131,241 ₪",,,B13-A5,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
6,13,2,229,2-C,5,125.84,21.46,כן,6.65,2,מזרח/צפון/מערב,"1,845,920 ₪",,,B13-A6,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
7,13,2,229,2-D,5,125.85,21.27,כן,6.74,2,דרום/מערב/צפון,"1,845,726 ₪",,,B13-A7,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
8,13,2,229,2-E,3,80.00,17.98,כן,5.27,2,דרום/מזרח,"1,131,637 ₪",,,B13-A8,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
9,13,3,229,2-C,5,125.84,21.46,כן,6.70,2,מזרח/צפון/מערב,"1,846,229 ₪",,,B13-A9,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
10,13,3,229,2-D,5,125.85,21.27,כן,6.70,2,דרום/מערב/צפון,"1,845,479 ₪",,,B13-A10,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
11,13,3,229,2-E,3,80.00,17.98,כן,5.89,2,דרום/מזרח,"1,134,704 ₪",,,B13-A11,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
12,13,4,229,2-C,5,125.84,21.46,כן,6.91,2,מזרח/צפון/מערב,"1,847,527 ₪",,,B13-A12,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
13,13,4,229,2-D,5,125.85,21.27,כן,6.99,2,דרום/מערב/צפון,"1,847,272 ₪",,,B13-A13,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
14,13,4,229,2-E,3,80.00,17.98,כן,6.04,2,דרום/מזרח,"1,135,446 ₪",,,B13-A14,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
15,13,5,229,2-C-1,5,125.84,21.46,כן,7.05,2,מזרח/צפון/מערב,"1,848,393 ₪",,,B13-A15,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
16,13,5,229,2-D-1,5,125.85,21.27,כן,7.45,2,דרום/מערב/צפון,"1,850,117 ₪",,,B13-A16,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
17,13,5,229,2-E-1,3,80.00,17.98,כן,6.19,2,דרום/מזרח,"1,136,188 ₪",,,B13-A17,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
18,13,6,229,2-F,5,144.62,39.14,לא,9.61,2,מזרח/צפון/מערב,,,,B13-A18,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
19,13,6,229,2-G,5,142.20,39.50,לא,9.04,2,מזרח/דרום/מערב/צפון,,,,B13-A19,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
20,13,7,229,2-H,6,176.63,115.45,לא,7.21,2,דרום/מערב/צפון/מזרח,,,,B13-A20,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29
1,14,1,229,4-P,5.5,140.38,24.24,כן,9.91,2,מערב/דרום,"1,985,525 ₪",,,B14-A1,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
2,14,1,229,4-Q,4,113.71,18.41,כן,5.69,2,צפון/מזרח,"1,544,738 ₪",,,B14-A2,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
3,14,1,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,136,566 ₪",,,B14-A3,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
4,14,1,229,4-G,3,83.90,23.90,כן,9.59,2,דרום/מזרח,"1,168,160 ₪",,,B14-A4,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
5,14,2,229,4-N,5.5,142.42,23.94,כן,9.87,2,מערב/צפון,"2,021,652 ₪",,,B14-A5,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
6,14,2,229,4-O,5.5,139.78,23.91,כן,9.86,2,מערב/דרום,"1,988,157 ₪",,,B14-A6,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
7,14,2,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,553,640 ₪",,,B14-A7,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
8,14,2,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,142,517 ₪",,,B14-A8,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
9,14,2,229,4-G,3,83.90,23.90,כן,9.54,2,דרום/מזרח,"1,174,039 ₪",,,B14-A9,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
10,14,3,229,4-N,5.5,142.42,23.94,כן,9.81,2,מערב/צפון,"2,033,386 ₪",,,B14-A10,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
11,14,3,229,4-O,5.5,139.78,23.91,כן,9.75,2,מערב/דרום,"1,999,418 ₪",,,B14-A11,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
12,14,3,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,563,294 ₪",,,B14-A12,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
13,14,3,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,148,468 ₪",,,B14-A13,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
14,14,3,229,4-G,3,83.90,23.90,כן,9.54,2,דרום/מזרח,"1,180,154 ₪",,,B14-A14,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
15,14,4,229,4-N,5.5,142.42,23.94,כן,9.70,2,מערב/צפון,"2,044,816 ₪",,,B14-A15,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
16,14,4,229,4-O,5.5,139.78,23.91,כן,9.75,2,מערב/דרום,"2,011,332 ₪",,,B14-A16,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
17,14,4,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,572,949 ₪",,,B14-A17,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
18,14,4,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,154,418 ₪",,,B14-A18,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
19,14,4,229,4-G,3,83.90,23.90,כן,9.50,2,דרום/מזרח,"1,186,077 ₪",,,B14-A19,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
20,14,5,229,4-N,5.5,142.42,23.94,כן,8.46,2,מערב/צפון,"2,049,427 ₪",,,B14-A20,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
21,14,5,229,4-O,5.5,139.78,23.91,כן,9.71,2,מערב/דרום,"2,023,005 ₪",,,B14-A21,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
22,14,5,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,582,603 ₪",,,B14-A22,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
23,14,5,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,160,369 ₪",,,B14-A23,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
24,14,5,229,4-G,3,83.90,23.90,כן,9.48,2,דרום/מזרח,"1,192,094 ₪",,,B14-A24,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
25,14,6,229,4-N,5.5,142.42,23.94,כן,8.44,2,מערב/צפון,"2,061,354 ₪",,,B14-A25,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
26,14,6,229,4-O,5.5,139.78,23.91,כן,9.69,2,מערב/דרום,"2,034,796 ₪",,,B14-A26,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
27,14,6,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,592,257 ₪",,,B14-A27,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
28,14,6,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,166,319 ₪",,,B14-A28,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
29,14,6,229,4-G,3,83.90,23.90,כן,9.46,2,דרום/מזרח,"1,198,110 ₪",,,B14-A29,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
30,14,7,229,4-N,5.5,142.42,23.94,כן,5.99,2,מערב/צפון,"2,058,479 ₪",,,B14-A30,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
31,14,7,229,4-O,5.5,139.78,23.91,כן,9.66,2,מערב/דרום,"2,046,526 ₪",,,B14-A31,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
32,14,7,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,601,912 ₪",,,B14-A32,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
33,14,7,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,172,270 ₪",,,B14-A33,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
34,14,7,229,4-G,3,83.90,23.90,כן,9.42,2,דרום/מזרח,"1,205,035 ₪",,,B14-A34,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
35,14,8,229,4-N,5.5,142.42,23.94,כן,8.24,2,מערב/צפון,"2,084,225 ₪",,,B14-A35,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
36,14,8,229,4-O,5.5,139.78,23.91,כן,9.66,2,מערב/דרום,"2,058,437 ₪",,,B14-A36,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
37,14,8,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,611,566 ₪",,,B14-A37,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
38,14,8,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,178,221 ₪",,,B14-A38,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
39,14,8,229,4-G,3,83.90,23.90,כן,9.34,2,דרום/מזרח,"1,212,185 ₪",,,B14-A39,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
40,14,9,229,4-N,5.5,142.42,23.94,כן,8.21,2,מערב/צפון,"2,096,082 ₪",,,B14-A40,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
41,14,9,229,4-O,5.5,139.78,23.91,כן,9.64,2,מערב/דרום,"2,070,225 ₪",,,B14-A41,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
42,14,9,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,621,220 ₪",,,B14-A42,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
43,14,9,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,184,171 ₪",,,B14-A43,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
44,14,9,229,4-G,3,83.90,23.90,כן,9.34,2,דרום/מזרח,"1,219,822 ₪",,,B14-A44,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
45,14,10,229,4-N,5.5,142.42,23.94,כן,8.07,2,מערב/צפון,"2,107,257 ₪",,,B14-A45,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
46,14,10,229,4-O,5.5,139.78,23.91,כן,9.61,2,מערב/דרום,"2,081,950 ₪",,,B14-A46,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
47,14,10,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,630,875 ₪",,,B14-A47,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
48,14,10,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,190,122 ₪",,,B14-A48,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
49,14,10,229,4-G,3,83.90,23.90,כן,9.33,2,דרום/מזרח,"1,227,398 ₪",,,B14-A49,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
50,14,11,229,4-N,5.5,142.42,23.94,כן,7.50,2,מערב/צפון,"2,103,732 ₪",,,B14-A50,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
51,14,11,229,4-O,5.5,139.78,23.91,כן,8.46,2,מערב/דרום,"2,074,839 ₪",,,B14-A51,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
52,14,11,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,630,875 ₪",,,B14-A52,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
53,14,11,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,190,122 ₪",,,B14-A53,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
54,14,11,229,4-G,3,83.90,23.90,כן,9.32,2,דרום/מזרח,"1,227,336 ₪",,,B14-A54,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
55,14,12,229,4-N,5.5,142.42,23.94,לא,10.12,2,מערב/צפון,,,,B14-A55,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
56,14,12,229,4-O,5.5,139.78,23.91,כן,12.37,2,מערב/דרום,"2,111,012 ₪",,,B14-A56,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
57,14,12,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,640,529 ₪",,,B14-A57,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
58,14,12,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,196,072 ₪",,,B14-A58,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
59,14,12,229,4-G,3,83.90,23.90,כן,9.32,2,דרום/מזרח,"1,234,973 ₪",,,B14-A59,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
60,14,13,229,4-N,5.5,142.42,23.94,לא,10.09,2,מערב/צפון,,,,B14-A60,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
61,14,13,229,4-O,5.5,139.78,23.91,כן,10.44,2,מערב/דרום,"2,110,954 ₪",,,B14-A61,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
62,14,13,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,650,184 ₪",,,B14-A62,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
63,14,13,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,202,529 ₪",,,B14-A63,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
64,14,13,229,4-G,3,83.90,23.90,כן,8.55,2,דרום/מזרח,"1,237,800 ₪",,,B14-A64,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
65,14,14,229,4-N,5.5,142.42,23.94,לא,10.07,2,מערב/צפון,,,,B14-A65,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
66,14,14,229,4-O,5.5,139.78,23.91,לא,10.40,2,מערב/דרום,,,,B14-A66,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
67,14,14,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,659,838 ₪",,,B14-A67,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
68,14,14,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,209,967 ₪",,,B14-A68,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
69,14,14,229,4-G,3,83.90,23.90,כן,8.65,2,דרום/מזרח,"1,246,041 ₪",,,B14-A69,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
70,14,15,229,4-N,5.5,142.42,23.94,לא,10.04,2,מערב/צפון,,,,B14-A70,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
71,14,15,229,4-O,5.5,139.78,23.91,לא,10.29,2,מערב/דרום,,,,B14-A71,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
72,14,15,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,669,492 ₪",,,B14-A72,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
73,14,15,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,217,405 ₪",,,B14-A73,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
74,14,15,229,4-G,3,83.90,23.90,כן,8.89,2,דרום/מזרח,"1,255,171 ₪",,,B14-A74,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
75,14,16,229,4-N,5.5,142.42,23.94,לא,9.92,2,מערב/צפון,,,,B14-A75,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
76,14,16,229,4-O,5.5,139.78,23.91,לא,10.02,2,מערב/דרום,,,,B14-A76,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
77,14,16,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,679,147 ₪",,,B14-A77,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
78,14,16,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,224,844 ₪",,,B14-A78,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
79,14,16,229,4-G,3,83.90,23.90,כן,9.15,2,דרום/מזרח,"1,264,442 ₪",,,B14-A79,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
80,14,17,229,4-N,5.5,142.42,23.94,לא,9.60,2,מערב/צפון,,,,B14-A80,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
81,14,17,229,4-O,5.5,139.78,23.91,לא,9.94,2,מערב/דרום,,,,B14-A81,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
82,14,17,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,688,801 ₪",,,B14-A82,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
83,14,17,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,232,282 ₪",,,B14-A83,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
84,14,17,229,4-G,3,83.90,23.90,כן,9.18,2,דרום/מזרח,"1,272,264 ₪",,,B14-A84,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
85,14,18,229,4-N,5.5,142.42,23.94,לא,9.92,2,מערב/צפון,,,,B14-A85,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
86,14,18,229,4-O,5.5,139.78,23.91,לא,9.94,2,מערב/דרום,,,,B14-A86,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
87,14,18,229,4-T-1,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,698,455 ₪",,,B14-A87,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
88,14,18,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,239,720 ₪",,,B14-A88,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
89,14,18,229,4-G-1,3,83.90,23.90,כן,9.26,2,דרום/מזרח,"1,280,409 ₪",,,B14-A89,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
90,14,19,229,4-H,6,186.47,97.36,לא,8.92,2,מערב/צפון/מזרח,,,,B14-A90,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
91,14,19,229,4-I,5,182.68,88.89,לא,5.47,2,מערב/דרום/מזרח,,,,B14-A91,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
92,14,19,229,4-F,3,82.83,23.91,כן,5.44,2,מזרח,"1,246,322 ₪",,,B14-A92,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
93,14,20,229,4-K,6,188.18,85.12,לא,7.18,2,מערב/צפון/מזרח,,,,B14-A93,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
94,14,20,229,4-L,5,170.66,67.14,לא,9.77,2,מערב/צפון/דרום/מזרח,,,,B14-A94,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
95,14,21,229,4-M,6,208.71,176.26,לא,9.84,2,מערב/צפון/דרום/מזרח,,,,B14-A95,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29
