apartment_number,building,floor,plot_number,apartment_type,rooms,area_sqm,balcony_garden_sqm,target_price,storage_sqm,parking_spaces,directions,final_price,apartment_plan_url,floor_plan_url,source_url,source_section,scan_date,id
15,6,5,228,3-CM,5,125.93,24.27,כן,7.68,2,צפון/מזרח/מערב,"1,866,504 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%206/15.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 6,2026-07-29,B6-A15
16,6,5,228,3-DM,5,127.03,24.29,כן,7.30,2,דרום מזרח,"1,878,701 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%206/16.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 6,2026-07-29,B6-A16
17,6,5,228,3-EM,3,82.34,20.64,כן,9.77,2,דרום/מערב/צפון,"1,192,707 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%206/17.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 6,2026-07-29,B6-A17
18,6,6,228,3-CM,5,125.93,24.27,כן,7.85,2,צפון/מזרח/מערב,"1,867,555 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%206/18.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 6,2026-07-29,B6-A18
19,6,6,228,3-FM,5,155.37,100.78,לא,9.93,2,מערב/דרום מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 6,2026-07-29,B6-A19
20,6,7,228,3-GM,5,184.11,126.56,לא,9.78,2,צפון/מערב/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/6/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 6,2026-07-29,B6-A20
1,7,1,228,4-A,5.5,140.20,24.24,כן,6.04,2,מערב/דרום,"1,960,413 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/1.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A1
2,7,1,228,4-B,5,147.73,18.41,כן,8.10,2,צפון/מזרח,"2,019,105 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/2.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A2
3,7,2,228,4-C,5.5,144.26,23.94,כן,7.83,2,מערב/צפון,"2,032,753 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A3
4,7,2,228,4-D,5.5,141.28,23.90,כן,6.45,2,מערב/דרום,"1,986,791 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A4
5,7,2,228,4-E,5,125.03,18.41,כן,8.94,2,צפון/מזרח,"1,749,880 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A5
6,7,2,228,4-F,3,82.83,23.91,כן,9.22,2,מזרח,"1,159,851 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A6
7,7,2,228,4-G,3,83.90,23.90,כן,8.60,2,דרום/מזרח,"1,169,575 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A7
8,7,3,228,4-C,5.5,144.26,23.94,כן,7.75,2,מערב/צפון,"2,044,426 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A8
9,7,3,228,4-D,5.5,141.28,23.90,כן,8.11,2,מערב/דרום,"2,008,607 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A9
10,7,3,228,4-E,5,125.03,18.41,כן,8.92,2,צפון/מזרח,"1,760,437 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A10
11,7,3,228,4-F,3,82.83,23.91,כן,8.46,2,מזרח,"1,162,264 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A11
12,7,3,228,4-G,3,83.90,23.90,כן,9.81,2,דרום/מזרח,"1,181,443 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/12.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A12
13,7,4,228,4-C,5.5,144.26,23.94,כן,7.71,2,מערב/צפון,"2,056,333 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/13.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A13
14,7,4,228,4-D,5.5,141.28,23.90,כן,8.09,2,מערב/דרום,"2,020,449 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/14.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A14
15,7,4,228,4-E,5,125.03,18.41,כן,8.90,2,צפון/מזרח,"1,770,993 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/15.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A15
16,7,4,228,4-F,3,82.83,23.91,כן,9.75,2,מזרח,"1,174,476 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/16.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A16
17,7,4,228,4-G,3,83.90,23.90,כן,9.74,2,דרום/מזרח,"1,187,228 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/17.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A17
18,7,5,228,4-C,5.5,144.26,23.94,כן,7.53,2,מערב/צפון,"2,067,394 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/18.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A18
19,7,5,228,4-D,5.5,141.28,23.90,כן,7.98,2,מערב/דרום,"2,031,747 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/19.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A19
20,7,5,228,4-E,5,125.03,18.41,כן,8.87,2,צפון/מזרח,"1,781,487 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/20.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A20
21,7,5,228,4-F,3,82.83,23.91,כן,9.70,2,מזרח,"1,180,289 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/21.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A21
22,7,5,228,4-G,3,83.90,23.90,כן,9.70,2,דרום/מזרח,"1,193,155 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/22.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A22
23,7,6,228,4-C,5.5,144.26,23.94,כן,7.37,2,מערב/צפון,"2,078,565 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/23.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A23
24,7,6,228,4-D,5.5,141.28,23.90,כן,7.87,2,מערב/דרום,"2,043,038 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/24.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A24
25,7,6,228,4-E,5,125.03,18.41,כן,8.87,2,צפון/מזרח,"1,792,161 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/25.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A25
26,7,6,228,4-F,3,82.83,23.91,כן,9.65,2,מזרח,"1,186,099 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/26.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A26
27,7,6,228,4-G,3,83.90,23.90,כן,9.63,2,דרום/מזרח,"1,198,934 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/27.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A27
28,7,7,228,4-C,5.5,144.26,23.94,כן,7.21,2,מערב/צפון,"2,089,726 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/28.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A28
29,7,7,228,4-D,5.5,141.28,23.90,כן,7.37,2,מערב/דרום,"2,051,947 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/29.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A29
30,7,7,228,4-E,5,125.03,18.41,כן,8.75,2,צפון/מזרח,"1,802,105 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/30.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A30
31,7,7,228,4-F,3,82.83,23.91,כן,9.59,2,מזרח,"1,191,858 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/31.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A31
32,7,7,228,4-G,3,83.90,23.90,כן,9.59,2,דרום/מזרח,"1,206,071 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/32.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A32
33,7,8,228,4-C,5.5,144.26,23.94,כן,7.15,2,מערב/צפון,"2,101,489 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/33.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A33
34,7,8,228,4-D,5.5,141.28,23.90,כן,7.20,2,מערב/דרום,"2,062,845 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/34.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A34
35,7,8,228,4-E,5,125.03,18.41,כן,9.57,2,צפון/מזרח,"1,817,795 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/35.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A35
36,7,8,228,4-F,3,82.83,23.91,כן,9.58,2,מזרח,"1,197,860 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/36.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A36
37,7,8,228,4-G,3,83.90,23.90,כן,9.55,2,דרום/מזרח,"1,213,471 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/37.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A37
38,7,9,228,4-C-2,5.5,143.86,23.94,כן,7.05,2,מערב/צפון,"2,107,772 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/38.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A38
39,7,9,228,4-D,5.5,141.28,23.90,כן,7.85,2,מערב/דרום,"2,078,778 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/39.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A39
40,7,9,228,4-E,5,125.03,18.41,כן,8.74,2,צפון/מזרח,"1,823,384 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/40.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A40
41,7,9,228,4-F,3,82.83,23.91,כן,9.55,2,מזרח,"1,204,702 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/41.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A41
42,7,9,228,4-G,3,83.90,23.90,כן,9.54,2,דרום/מזרח,"1,221,053 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/42.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A42
43,7,10,228,4-C-2,5.5,143.86,23.94,כן,5.65,2,מערב/צפון,"2,111,215 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/43.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A43
44,7,10,228,4-D,5.5,141.28,23.90,כן,6.50,2,מערב/דרום,"2,082,383 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/44.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A44
45,7,10,228,4-E,5,125.03,18.41,כן,8.68,2,צפון/מזרח,"1,833,684 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/45.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A45
46,7,10,228,4-F,3,82.83,23.91,כן,9.53,2,מזרח,"1,212,140 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/46.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A46
