apartment_number,building,floor,plot_number,apartment_type,rooms,area_sqm,balcony_garden_sqm,target_price,storage_sqm,parking_spaces,directions,final_price,apartment_plan_url,floor_plan_url,source_url,source_section,scan_date,id
16,11,5,228,3-DM,5,127.03,24.29,כן,9.74,2,מערב/דרום,"1,893,789 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/16.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A16
17,11,5,228,3-EM,3,82.34,20.64,כן,9.30,2,מערב/צפון/מזרח,"1,190,382 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/17.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A17
18,11,6,228,3-CM,5,125.93,24.27,כן,9.65,2,צפון/מזרח/דרום,"1,878,685 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/18.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A18
19,11,6,228,3-FM,5,155.37,100.78,לא,9.79,2,מערב/דרום/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A19
20,11,7,228,3-GM,5,184.11,126.56,לא,9.43,2,מזרח/דרום/מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A20
1,12,קרקע,229,5-A,5,141.44,230.79,לא,6.40,2,דרום/מזרח/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/0.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A1
2,12,1,229,5-B,4,113.97,24.71,כן,4.17,2,דרום/מערב/צפון,"1,654,898 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/2.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A2
3,12,1,229,5-C,4,116.70,24.89,כן,4.89,2,דרום/מזרח/צפון,"1,696,058 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A3
4,12,2,229,5-B,4,113.97,24.71,כן,4.83,2,דרום/מערב/צפון,"1,658,980 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A4
5,12,2,229,5-C,4,116.70,24.89,כן,5.67,2,דרום/מזרח/צפון,"1,700,882 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A5
6,12,3,229,5-B,4,113.97,24.71,כן,4.84,2,דרום/מערב/צפון,"1,659,041 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A6
7,12,3,229,5-C,4,116.70,24.89,כן,5.16,2,דרום/מזרח/צפון,"1,697,728 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A7
8,12,4,229,5-B,4,113.97,24.71,כן,4.89,2,דרום/מערב/צפון,"1,659,351 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A8
9,12,4,229,5-C,4,116.70,24.89,כן,6.20,2,דרום/מזרח/צפון,"1,704,159 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A9
10,12,5,229,5-B-1,4,113.97,24.71,כן,5.64,2,דרום/מערב/צפון,"1,663,988 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A10
11,12,5,229,5-C-1,4,116.70,24.89,כן,5.40,2,דרום/מזרח/צפון,"1,699,212 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2012/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A11
12,12,6,229,5-D,5,141.75,100.07,לא,10.86,2,מזרח/דרום/מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/12/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 12,2026-07-29,B12-A12
1,13,קרקע+ מרתף,229,2-L,5,202.94,288.50,לא,8.91,2,מזרח/צפון/מערב,,,,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A1
2,13,קרקע+ מרתף,229,2-M,5,195.06,48.49,לא,7.14,2,דרום/מערב/צפון,,,,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A2
3,13,1,229,2-C,5,125.84,21.46,כן,6.50,2,מזרח/צפון/מערב,"1,844,992 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A3
4,13,1,229,2-D,5,125.85,21.27,כן,6.59,2,דרום/מערב/צפון,"1,844,799 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A4
5,13,1,229,2-E,3,80.00,17.98,כן,5.19,2,דרום/מזרח,"1,131,241 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A5
6,13,2,229,2-C,5,125.84,21.46,כן,6.65,2,מזרח/צפון/מערב,"1,845,920 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A6
7,13,2,229,2-D,5,125.85,21.27,כן,6.74,2,דרום/מערב/צפון,"1,845,726 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A7
8,13,2,229,2-E,3,80.00,17.98,כן,5.27,2,דרום/מזרח,"1,131,637 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A8
9,13,3,229,2-C,5,125.84,21.46,כן,6.70,2,מזרח/צפון/מערב,"1,846,229 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A9
10,13,3,229,2-D,5,125.85,21.27,כן,6.70,2,דרום/מערב/צפון,"1,845,479 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A10
11,13,3,229,2-E,3,80.00,17.98,כן,5.89,2,דרום/מזרח,"1,134,704 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A11
12,13,4,229,2-C,5,125.84,21.46,כן,6.91,2,מזרח/צפון/מערב,"1,847,527 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/12.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A12
13,13,4,229,2-D,5,125.85,21.27,כן,6.99,2,דרום/מערב/צפון,"1,847,272 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/13.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A13
14,13,4,229,2-E,3,80.00,17.98,כן,6.04,2,דרום/מזרח,"1,135,446 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/14.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A14
15,13,5,229,2-C-1,5,125.84,21.46,כן,7.05,2,מזרח/צפון/מערב,"1,848,393 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/15.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A15
16,13,5,229,2-D-1,5,125.85,21.27,כן,7.45,2,דרום/מערב/צפון,"1,850,117 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/16.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A16
17,13,5,229,2-E-1,3,80.00,17.98,כן,6.19,2,דרום/מזרח,"1,136,188 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2013/17.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A17
18,13,6,229,2-F,5,144.62,39.14,לא,9.61,2,מזרח/צפון/מערב,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A18
19,13,6,229,2-G,5,142.20,39.50,לא,9.04,2,מזרח/דרום/מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A19
20,13,7,229,2-H,6,176.63,115.45,לא,7.21,2,דרום/מערב/צפון/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/13/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 13,2026-07-29,B13-A20
1,14,1,229,4-P,5.5,140.38,24.24,כן,9.91,2,מערב/דרום,"1,985,525 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/1.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A1
2,14,1,229,4-Q,4,113.71,18.41,כן,5.69,2,צפון/מזרח,"1,544,738 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/2.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A2
3,14,1,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,136,566 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A3
4,14,1,229,4-G,3,83.90,23.90,כן,9.59,2,דרום/מזרח,"1,168,160 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A4
5,14,2,229,4-N,5.5,142.42,23.94,כן,9.87,2,מערב/צפון,"2,021,652 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A5
6,14,2,229,4-O,5.5,139.78,23.91,כן,9.86,2,מערב/דרום,"1,988,157 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A6
7,14,2,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,553,640 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A7
8,14,2,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,142,517 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A8
9,14,2,229,4-G,3,83.90,23.90,כן,9.54,2,דרום/מזרח,"1,174,039 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A9
10,14,3,229,4-N,5.5,142.42,23.94,כן,9.81,2,מערב/צפון,"2,033,386 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A10
11,14,3,229,4-O,5.5,139.78,23.91,כן,9.75,2,מערב/דרום,"1,999,418 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A11
12,14,3,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,563,294 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/12.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A12
13,14,3,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,148,468 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/13.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A13
14,14,3,229,4-G,3,83.90,23.90,כן,9.54,2,דרום/מזרח,"1,180,154 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/14.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A14
15,14,4,229,4-N,5.5,142.42,23.94,כן,9.70,2,מערב/צפון,"2,044,816 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/15.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A15
16,14,4,229,4-O,5.5,139.78,23.91,כן,9.75,2,מערב/דרום,"2,011,332 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/16.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A16
17,14,4,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,572,949 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/17.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A17
18,14,4,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,154,418 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/18.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A18
