דירה,בניין,קומה,חדרים,שטח,מרפסת,נוף,ציון מיקום,ציון תכנון,ציון נדירות,ציון איכות כולל,הערות
40,14,9,5.5,142.42,23.94,נוף ים מוערך,64.3,80.0,77.1,74.8,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן בינוני (8.21 מ""ר); 2 חניות | שכיח (23 יחידות)"
7,4,2,5,127.03,24.29,נוף מערבי (פוטנציאל ים),58.3,80.0,86.0,74.7,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.71 מ""ר); 2 חניות | שכיח (14 יחידות)"
14,7,4,5.5,141.28,23.90,נוף מערבי (פוטנציאל ים),53.6,80.0,90.0,74.7,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.09 מ""ר); 2 חניות | שכיח (10 יחידות)"
8,11,2,3,82.34,20.64,נוף פתוח רב-כיווני,62.1,80.0,81.0,74.7,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.9 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
6,3,2,5,125.93,24.27,נוף פתוח רב-כיווני,62.1,80.0,82.0,74.6,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן (6.9 מ""ר); 2 חניות | שכיח (18 יחידות)"
8,5,2,3,82.34,20.64,נוף פתוח רב-כיווני,62.1,80.0,80.0,74.6,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.99 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
3,6,1,5,125.93,24.27,נוף פתוח רב-כיווני,58.6,80.0,83.0,74.6,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.4 מ""ר); 2 חניות | שכיח (17 יחידות)"
23,7,6,5.5,144.26,23.94,נוף מערבי (פוטנציאל ים),57.9,80.0,91.0,74.6,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן בינוני (7.37 מ""ר); 2 חניות | שכיח (9 יחידות)"
2,9,1,4,113.97,24.71,נוף פתוח רב-כיווני,56.2,80.0,92.0,74.6,"יחידת פינה/רב-כיוונית; קרבה אפשרית ללובי/מעלית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | מחסן (6.27 מ""ר); 2 חניות | מוגבל (8 יחידות)"
4,1,2,5,128.98,24.22,נוף פתוח רב-כיווני,63.3,80.0,96.0,74.5,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.8 מ""ר/חדר); יחס מרפסת 18.8% | מחסן (5.49 מ""ר); 2 חניות | מוגבל (4 יחידות)"
3,10,1,5,125.93,24.27,נוף פתוח רב-כיווני,58.6,80.0,82.0,74.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.27 מ""ר); 2 חניות | שכיח (18 יחידות)"
4,11,1,5,127.03,24.29,נוף מערבי (פוטנציאל ים),53.6,80.0,86.0,74.5,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן גדול (9.03 מ""ר); 2 חניות | שכיח (14 יחידות)"
1,14,1,5.5,140.38,24.24,נוף מערבי (פוטנציאל ים),44.1,80.0,100,74.4,"מגדל 22 קומות; קומה נמוכה במגדל; קרבה אפשרית ללובי/מעלית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.5 מ""ר/חדר); יחס מרפסת 17.3% | מחסן גדול (9.91 מ""ר); 2 חניות | נדירות גבוהה (1 "
21,14,5,5.5,139.78,23.91,נוף מערבי (פוטנציאל ים),55.7,80.0,77.1,74.4,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.71 מ""ר); 2 חניות | שכיח (23 יחידות)"
7,3,2,5,127.03,24.29,נוף מערבי (פוטנציאל ים),57.1,80.0,85.0,74.3,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (7.99 מ""ר); 2 חניות | שכיח (15 יחידות)"
67,7,14,3,83.90,23.90,נוף דרומי,75.0,80.0,62.1,74.3,"מגדל 22 קומות | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.23 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
7,10,2,5,127.03,24.29,נוף מערבי (פוטנציאל ים),57.1,80.0,85.0,74.3,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (7.86 מ""ר); 2 חניות | שכיח (15 יחידות)"
10,2,3,5,125.85,21.27,נוף פתוח רב-כיווני,65.7,80.0,88.0,74.2,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.8 מ""ר); 2 חניות | שכיח (12 יחידות)"
60,7,13,5,125.03,18.41,נוף צפוני/עירוני,72.9,80.0,84.0,74.2,"מגדל 22 קומות | גובה מגדל מגביר נוף | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.59 מ""ר); 2 חניות | שכיח (16 יחידות)"
67,14,14,4,113.65,18.41,נוף צפוני/עירוני,75.0,80.0,84.0,74.2,"מגדל 22 קומות | גובה מגדל מגביר נוף | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | שכיח (16 יחידות)"
74,14,15,3,83.90,23.90,נוף פנורמי גבוה (ים/עיר) - מוערך,77.1,80.0,62.1,74.2,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן בינוני (8.89 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
3,13,1,5,125.84,21.46,נוף פתוח רב-כיווני,58.6,80.0,88.0,74.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן (6.5 מ""ר); 2 חניות | שכיח (12 יחידות)"
17,10,5,3,82.34,20.64,נוף פתוח רב-כיווני,72.9,80.0,80.0,74.0,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן (6.44 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
35,14,8,5.5,142.42,23.94,נוף ים מוערך,62.1,80.0,77.1,74.0,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן בינוני (8.24 מ""ר); 2 חניות | שכיח (23 יחידות)"
11,3,3,3,82.34,20.64,נוף פתוח רב-כיווני,65.7,80.0,80.0,73.9,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.07 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
9,7,3,5.5,141.28,23.90,נוף מערבי (פוטנציאל ים),51.4,80.0,90.0,73.9,"מגדל 22 קומות; קומה נמוכה במגדל | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.11 מ""ר); 2 חניות | שכיח (10 יחידות)"
6,11,2,5,125.93,24.27,נוף פתוח רב-כיווני,62.1,80.0,83.0,73.9,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.16 מ""ר); 2 חניות | שכיח (17 יחידות)"
5,12,2,4,116.70,24.89,נוף פתוח רב-כיווני,63.3,80.0,92.0,73.9,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (5.67 מ""ר); 2 חניות | מוגבל (8 יחידות)"
1,13,קרקע+ מרתף,5,202.94,288.50,נוף פתוח רב-כיווני,45,72.0,100,73.9,"קרקע+מרתף; יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | שטח מרווח (40.6 מ""ר/חדר); מרפסת/גינה גדולה (142.2%) | מחסן בינוני (8.91 מ""ר); מרפסת/גינה יוצאת דופן; 2 חניות; יחידת שו"
18,7,5,5.5,144.26,23.94,נוף מערבי (פוטנציאל ים),55.7,80.0,91.0,73.8,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן בינוני (7.53 מ""ר); 2 חניות | שכיח (9 יחידות)"
5,11,1,3,82.34,20.64,נוף פתוח רב-כיווני,58.6,80.0,81.0,73.8,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (7.59 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
4,4,1,5,127.03,24.29,נוף מערבי (פוטנציאל ים),54.2,80.0,86.0,73.7,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.24 מ""ר); 2 חניות | שכיח (14 יחידות)"
5,5,1,3,82.34,20.64,נוף פתוח רב-כיווני,58.6,80.0,80.0,73.7,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.38 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
62,7,13,3,83.90,23.90,נוף דרומי,72.9,80.0,62.1,73.6,"מגדל 22 קומות | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.28 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
16,14,4,5.5,139.78,23.91,נוף מערבי (פוטנציאל ים),53.6,80.0,77.1,73.6,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.75 מ""ר); 2 חניות | שכיח (23 יחידות)"
62,14,13,4,113.65,18.41,נוף צפוני/עירוני,72.9,80.0,84.0,73.5,"מגדל 22 קומות | גובה מגדל מגביר נוף | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | שכיח (16 יחידות)"
55,7,12,5,125.03,18.41,נוף צפוני/עירוני,70.7,80.0,84.0,73.4,"מגדל 22 קומות | גובה מגדל מגביר נוף | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.64 מ""ר); 2 חניות | שכיח (16 יחידות)"
4,10,1,5,127.03,24.29,נוף מערבי (פוטנציאל ים),53.6,80.0,85.0,73.4,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (7.52 מ""ר); 2 חניות | שכיח (15 יחידות)"
69,14,14,3,83.90,23.90,נוף דרומי,75.0,80.0,62.1,73.4,"מגדל 22 קומות | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן בינוני (8.65 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
7,2,2,5,125.85,21.27,נוף פתוח רב-כיווני,62.1,80.0,88.0,73.3,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.53 מ""ר); 2 חניות | שכיח (12 יחידות)"
6,4,2,5,125.93,24.27,נוף פתוח רב-כיווני,63.3,80.0,83.0,73.3,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.78 מ""ר); 2 חניות | שכיח (17 יחידות)"
14,10,4,3,82.34,20.64,נוף פתוח רב-כיווני,69.3,80.0,80.0,73.1,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן (6.23 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
13,7,4,5.5,144.26,23.94,נוף מערבי (פוטנציאל ים),53.6,80.0,91.0,73.0,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן בינוני (7.71 מ""ר); 2 חניות | שכיח (9 יחידות)"
3,11,1,5,125.93,24.27,נוף פתוח רב-כיווני,58.6,80.0,83.0,73.0,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.07 מ""ר); 2 חניות | שכיח (17 יחידות)"
2,11,קרקע+ מרתף,4,184.87,200.38,נוף מערבי (פוטנציאל ים),40,72.0,100,72.9,"קרקע+מרתף | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | שטח מרווח (46.2 מ""ר/חדר); מרפסת/גינה גדולה (108.4%) | מחסן גדול (9.47 מ""ר); מרפסת/גינה יוצאת דופן; 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | נ"
14,2,4,3,80.00,17.98,נוף מערבי (פוטנציאל ים),64.3,80.0,83.0,72.8,"כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.7 מ""ר/חדר); יחס מרפסת 22.5% | מחסן בינוני (8.86 מ""ר); 2 חניות | שכיח (12 יחידות); 3 חדרים - נפוץ בפרויקט"
1,7,1,5.5,140.20,24.24,נוף מערבי (פוטנציאל ים),44.1,80.0,100,72.8,"מגדל 22 קומות; קומה נמוכה במגדל; קרבה אפשרית ללובי/מעלית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.5 מ""ר/חדר); יחס מרפסת 17.3% | מחסן (6.04 מ""ר); 2 חניות | נדירות גבוהה (1 יחידו"
57,7,12,3,83.90,23.90,נוף דרומי,70.7,80.0,62.1,72.8,"מגדל 22 קומות | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.35 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
11,14,3,5.5,139.78,23.91,נוף מערבי (פוטנציאל ים),51.4,80.0,77.1,72.8,"מגדל 22 קומות; קומה נמוכה במגדל | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.75 מ""ר); 2 חניות | שכיח (23 יחידות)"
59,14,12,3,83.90,23.90,נוף דרומי,70.7,80.0,62.1,72.8,"מגדל 22 קומות | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.32 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
2,1,1,5,128.98,24.22,נוף פתוח רב-כיווני,56.2,80.0,96.0,72.7,"יחידת פינה/רב-כיוונית; קרבה אפשרית ללובי/מעלית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.8 מ""ר/חדר); יחס מרפסת 18.8% | מחסן (5.46 מ""ר); 2 חניות | מוגבל (4 יחידות)"
4,3,1,5,127.03,24.29,נוף מערבי (פוטנציאל ים),53.6,80.0,85.0,72.7,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן (6.46 מ""ר); 2 חניות | שכיח (15 יחידות)"
50,7,11,5,125.03,18.41,נוף צפוני/עירוני,68.6,80.0,84.0,72.7,"מגדל 22 קומות | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.65 מ""ר); 2 חניות | שכיח (16 יחידות)"
57,14,12,4,113.65,18.41,נוף צפוני/עירוני,70.7,80.0,84.0,72.7,"מגדל 22 קומות | גובה מגדל מגביר נוף | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | שכיח (16 יחידות)"
64,14,13,3,83.90,23.90,נוף דרומי,72.9,80.0,62.1,72.7,"מגדל 22 קומות | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן בינוני (8.55 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
25,14,6,5.5,142.42,23.94,נוף מערבי (פוטנציאל ים),57.9,80.0,77.1,72.5,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן בינוני (8.44 מ""ר); 2 חניות | שכיח (23 יחידות)"
30,14,7,5.5,142.42,23.94,נוף מערבי (פוטנציאל ים),60.0,80.0,77.1,72.5,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן (5.99 מ""ר); 2 חניות | שכיח (23 יחידות)"
4,2,1,5,125.85,21.27,נוף פתוח רב-כיווני,58.6,80.0,88.0,72.4,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.19 מ""ר); 2 חניות | שכיח (12 יחידות)"
16,6,5,5,127.03,24.29,נוף דרומי,67.9,80.0,86.0,72.4,"כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (7.3 מ""ר); 2 חניות | שכיח (14 יחידות)"
4,7,2,5.5,141.28,23.90,נוף מערבי (פוטנציאל ים),49.3,80.0,90.0,72.3,"מגדל 22 קומות; קומה נמוכה במגדל | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.45 מ""ר); 2 חניות | שכיח (10 יחידות)"
8,7,3,5.5,144.26,23.94,נוף מערבי (פוטנציאל ים),51.4,80.0,91.0,72.3,"מגדל 22 קומות; קומה נמוכה במגדל | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן בינוני (7.75 מ""ר); 2 חניות | שכיח (9 יחידות)"
3,4,1,5,125.93,24.27,נוף פתוח רב-כיווני,59.2,80.0,83.0,72.2,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.56 מ""ר); 2 חניות | שכיח (17 יחידות)"
16,5,5,5,127.03,24.29,נוף דרומי,67.9,80.0,85.0,72.2,"כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (7.95 מ""ר); 2 חניות | שכיח (15 יחידות)"
11,10,3,3,82.34,20.64,נוף פתוח רב-כיווני,65.7,80.0,80.0,72.2,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן (6.05 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
3,12,1,4,116.70,24.89,נוף פתוח רב-כיווני,59.2,80.0,92.0,72.2,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | 2 חניות | מוגבל (8 יחידות)"
5,3,1,3,82.34,20.64,נוף פתוח רב-כיווני,58.6,80.0,80.0,72.1,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.31 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
8,3,2,3,82.34,20.64,נוף פתוח רב-כיווני,62.1,80.0,80.0,72.1,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.83 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
6,14,2,5.5,139.78,23.91,נוף מערבי (פוטנציאל ים),49.3,80.0,77.1,72.1,"מגדל 22 קומות; קומה נמוכה במגדל | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.86 מ""ר); 2 חניות | שכיח (23 יחידות)"
52,7,11,3,83.90,23.90,נוף דרומי,68.6,80.0,62.1,72.0,"מגדל 22 קומות | כיוון דרום | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.48 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
54,14,11,3,83.90,23.90,נוף דרומי,68.6,80.0,62.1,72.0,"מגדל 22 קומות | כיוון דרום | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.32 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
11,2,3,3,80.00,17.98,נוף מערבי (פוטנציאל ים),60.7,80.0,83.0,71.9,"כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.7 מ""ר/חדר); יחס מרפסת 22.5% | מחסן בינוני (7.61 מ""ר); 2 חניות | שכיח (12 יחידות); 3 חדרים - נפוץ בפרויקט"
45,7,10,5,125.03,18.41,נוף צפוני/עירוני,66.4,80.0,84.0,71.9,"מגדל 22 קומות | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.68 מ""ר); 2 חניות | שכיח (16 יחידות)"
1,11,קרקע+ מרתף,4,179.23,130.89,נוף פתוח רב-כיווני,45,72.0,100,71.9,"קרקע+מרתף; יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | שטח מרווח (44.8 מ""ר/חדר); מרפסת/גינה גדולה (73.0%) | מחסן גדול (9.71 מ""ר); מרפסת/גינה יוצאת דופן; 2 חניות; יחידת שוק חופשי (מפרט עשיר מו"
15,14,4,5.5,142.42,23.94,נוף מערבי (פוטנציאל ים),53.6,80.0,77.1,71.9,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (9.7 מ""ר); 2 חניות | שכיח (23 יחידות)"
52,14,11,4,113.65,18.41,נוף צפוני/עירוני,68.6,80.0,84.0,71.9,"מגדל 22 קומות | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | שכיח (16 יחידות)"
81,7,17,3,82.83,23.91,נוף מוגבל,81.4,80.0,58.1,71.8,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (27.6 מ""ר/חדר); יחס מרפסת 28.9% | מחסן גדול (9.01 מ""ר); 2 חניות | שכיח (37 יחידות); 3 חדרים - נפוץ בפרויקט"
17,13,5,3,80.00,17.98,נוף דרומי,67.9,80.0,95,71.8,"כיוון דרום | יעילות שטח טובה (26.7 מ""ר/חדר); יחס מרפסת 22.5% | מחסן (6.19 מ""ר); 2 חניות | נדירות גבוהה (3 יחידות); 3 חדרים - נפוץ בפרויקט"
86,7,18,3,82.83,23.91,נוף מוגבל,83.6,80.0,58.1,71.7,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (27.6 מ""ר/חדר); יחס מרפסת 28.9% | מחסן בינוני (8.99 מ""ר); 2 חניות | שכיח (37 יחידות); 3 חדרים - נפוץ בפרויקט"
90,7,19,3,82.83,23.91,נוף מוגבל,85.7,80.0,58.1,71.7,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (27.6 מ""ר/חדר); יחס מרפסת 28.9% | מחסן (5.44 מ""ר); 2 חניות | שכיח (37 יחידות); 3 חדרים - נפוץ בפרויקט"
20,14,5,5.5,142.42,23.94,נוף מערבי (פוטנציאל ים),55.7,80.0,77.1,71.7,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן בינוני (8.46 מ""ר); 2 חניות | שכיח (23 יחידות)"
92,14,19,3,82.83,23.91,נוף מוגבל,85.7,80.0,58.1,71.7,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (27.6 מ""ר/חדר); יחס מרפסת 28.9% | מחסן (5.44 מ""ר); 2 חניות | שכיח (37 יחידות); 3 חדרים - נפוץ בפרויקט"
13,6,4,5,127.03,24.29,נוף דרומי,64.3,80.0,86.0,71.5,"כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (7.43 מ""ר); 2 חניות | שכיח (14 יחידות)"
